"COUNTRY","Country","ISC11_LEVEL_CAT","Education level and programe orientation","INDICATOR","Indicator","EXPENDITURE_TYPE","Type of expenditure","REF_SECTOR","Source of funds","COUNTERPART_SECTOR","Institution type","YEAR","Year","Value","Flag Codes","Flags"
"NOR","Norway","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"BRA","Brazil","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",67.411,,
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"ISR","Israel","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",9187.123,,
"ISR","Israel","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"IRL","Ireland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"IRL","Ireland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"MEX","Mexico","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",2964.617,,
"MEX","Mexico","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"POL","Poland","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",135.121,,
"POL","Poland","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BEL","Belgium","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",357.707,"w","Includes data from another category"
"BEL","Belgium","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"POL","Poland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",6978.789,,
"POL","Poland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BEL","Belgium","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",512.845,,
"BEL","Belgium","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CZE","Czech Republic","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",2322.48,,
"CZE","Czech Republic","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"MEX","Mexico","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",2906.061,,
"MEX","Mexico","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",,"x","Data included in another category"
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LUX","Luxembourg","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",18580.173,,
"LUX","Luxembourg","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"BRA","Brazil","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GRC","Greece","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",1493.06,,
"GRC","Greece","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"ISL","Iceland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",12670.652,,
"ISL","Iceland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"TUR","Turkey","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"TUR","Turkey","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"FRA","France","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",1087.007,,
"FRA","France","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NOR","Norway","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",14599.442,,
"NOR","Norway","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
